"[max]","88","190.68256484706467","69.53623089002825","91","199.76828195103548","71.23304219964692","92","197.46475993752307","83.70205781981682","94","195.97461189465648","80.35525941283221","94","181.2866666666667","67.98335259663688","92","309.61607395649816","68.80614075412653","89","173.16008771929828","62.08880676407059","94","199.11718539901548","71.5378686455879","91","303.12965941273825","67.40261520448429","90","252.57866884864555","104.66367968856864","91","337.2901426794029","64.3977157740297","91","194.08179257336454","67.12939628359288","91","191.24285834837548","80.34935633788406","92","235.43631221597252","81.3408520516609","90","260.8303242613539","68.20570214066291","91","263.7145445586197","66.3828538298461","91","320.58046695735476","89.7938984787109","91","288.47429394118126","69.30636511386263","91","175.0726721764747","59.86232744983636","90","339.19449399047784","91.1326212985505","91","238.17665167035412","64.66918646009893","91","219.1717331798967","59.37100947245772","92","193.51474523230428","61.89477803424487","89","278.7038869921234","98.80756032671404","93","339.27678350176376","94.8849463616451","92","263.54241505857664","73.45214631842519","90","188.40567683531006","63.46800894943334","93","300.599109379184","69.5204762175658","93","188.96874131467968","81.36995749901955","93","192.03222603087949","78.17527526292207"
"[mean]","45.65811965811966","147.89657785801478","15.861241033065191","43.452991452991455","122.46454869181666","14.884745782865185","40.58119658119658","97.99914069651331","30.915957341163256","42.40455840455841","127.1083793800712",,"44.680911680911684","123.74728545470839","12.734572011137605","41.401709401709404","284.5677466045505","13.156504216961123","41.857549857549856","146.8614374524441","11.634836263550584","43.52421652421653","90.47937860414198","15.96261454959171","45.62108262108262","243.1693616371978","18.92665715610493","44.105413105413106","181.3475346676635","43.2286649846204","41.903133903133906","277.83076152517134","19.422292936357135","47.592592592592595","121.72892760539771","22.932571085930956","47.054131054131055","125.69781984403973",,"43.54415954415954","197.3877873528969","16.009839934931698","43.24501424501425","233.6478022945124","12.725180096811398","44.44444444444444","221.50643132319257","15.322319552738193","44.199430199430196","236.2038886085368","37.211950346296845","44.042735042735046","254.811604923892","12.66154120069022","45.23931623931624","131.73349237457873","13.563710528828254","40.47863247863248","292.79630401341745","26.32444659274574","45.743589743589745","197.07496921633955","21.236843162161676","42.88034188034188","200.28700632376902","11.472204240187125","41.57549857549858","171.84456651866657","10.107914789109804","43.59544159544159","195.860871522488","38.18755532110189","40.18233618233618","267.9162915584071","38.44246291581452","40.56980056980057","244.85655447118953","12.520300996060879","43.15384615384615","132.41454373611353","16.753963900296085","43.38461538461539","268.085458100444","13.080801168753894","40.58974358974359","73.49376055238247","15.772707286655065","41.3019943019943","151.59874057221938",
"[steps]","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350"

"[all run data]","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var","get-num-flocks","get-mean-dir","get-mean-var"
,"1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0"
,"85","172.02631578947367","65.50428119222906","90","176.95180722891567","43.38497689971589","92","192.99397590361446","73.6941091031596","94","166.6046511627907","38.857142857142854","94","175.78977272727272","51.214285714285715","85","193.01068376068378","45.27971133837621","88","170.05982905982907","47.094270841586756","90","187.07805907172997","45.911162842809915","91","184.61847389558233","61.900857751116035","90","179.25625","50.31818181818182","89","179.4512195121951","57.69195126298836","90","182.74675324675326","60.81818181818182","90","171.42168674698794","60.09090909090909","90","168.5","62.55","87","185.00641025641025","48.32142857142857","87","182.44270833333331","66.3828538298461","87","176.12987012987014","57.22418623978858","87","175.96708860759495","69.30636511386263","88","168.68354430379748","42.679801013928575","89","186.44871794871796","77.07043917738922","89","189.8724279835391","45.74525611515579","91","177.0731707317073","49.7","92","185.72222222222223","39.85866869079273","88","196.16666666666669","56.39552175412173","93","180.56470588235294","34.333333333333336","87","175.72943722943722","67.9687749495584","88","176.47435897435898","55.47389444269689","90","191.14583333333334","68.3288780269555","91","182.69375","69.55","89","191.45","67.80811063475134"
,"84","175.94805194805195","51.86286903413584","90","177.8109756097561","64.87561126642579","90","192.37820512820514","78.49493835608789","90","162.31778731817363","67.11502092459581","87","172.38888888888889","59.22586250348625","92","186.52342125130596","22.833333333333332","87","173.16008771929828","49.28420107035719","90","182.8238249780555","51.173462606299225","89","188.99699684313978","64.5098706680443","89","177.3250512302356","56","89","188.1212121212121","63.96332768144518","89","171.34729739850417","64.21229071969488","86","176.53757969196522","66.95","88","170.36785004343025","81.3408520516609","86","186.15308154268425","54.358814724958954","87","180.47564108818784","43.06594965028725","84","176.15468570188028","74.09229385738992","89","176.5138545587889","48.385926844073886","86","166.36207256777504","45.40429949150051","81","186.52216351574583","85.06711327023208","84","188.05211941211","64.25149735628695","87","184.26565131909598","55.72988813411411","90","187.28793502882868","58.441377530547","88","195.27564102564102","47.62885319310008","93","178.21233780432888","47.84435147376185","88","184.8069099395209","49.64330113123976","87","181.26410758191145","63.0763011574567","93","190.687515976173","65.52702308400767","89","188.96874131467968","63.31031507831194","90","190.0256728502964","73.86353919883244"
,"87","166.7260100109902","49.345539606405865","89","177.60003643797475","71.23304219964692","91","189.23629260549353","70.15652664358878","89","174.75096694512837","61.40246726390412","85","181.2866666666667","57.02751087755455","89","187.56632194120397","23.102602755346794","89","164.61735864948622","34.48371388096793","94","180.70381131436554","43.06528733556468","89","188.9138966096153","67.40261520448429","86","172.67681704263896","66.75129178090195","87","177.35817006388044","48.32292010127045","90","178.52723657064294","67.12939628359288","88","174.50021568101127","72.73915833714972","89","163.1315675866859","74.62655997432375","90","186.7045025171735","39.636780704997136","88","190.4148781716229","51.89491615606376","88","171.94214402124845","67.69146412843548","89","180.20116534174522","47.13711810602861","87","175.0726721764747","39.6183633436501","84","190.91194900889127","91.1326212985505","86","187.3864188798181","60.444870261982686","87","181.2873842859774","52.13725581197781","87","180.72826754279333","61.89477803424487","88","199.93586904485701","49.05769230769231","91","180.360751118262","56.58853218148471","92","186.09711529243546","56.29154487522422","90","185.60749929870906","56.79380179612077","92","199.59145058757292","67.1541337937781","91","176.5015333109478","53.19105157433892","89","189.81033935227418","69.18279838987681"
,"85","168.2024637551277","56.76300104687695","82","174.7938126028025","69.09373338889928","87","193.3546053626952","55.91590170007424","85","171.94965308073273","72.77720767395192","88","175.18579051860974","58.60593042655617","80","194.10686825811197","61.75373808075454","86","166.22487749615485","54.708378005277574","91","176.61795444984824","47.482350104023034","89","181.55854977342943","47.07039113449628","82","172.1289766127327","50.66091810615272","89","185.40641355553154","48.69505846862874","91","170.65753602441612","53.68477024849564","86","173.77529059236048","80.34935633788406","90","166.79586993365962","64.50226513329137","90","192.79480930839537","43.89050975670552","87","180.51567176119053","51.31585093583169","91","173.62632118301445","46.91108642769205","84","167.56033371071112","56.65576726484905","87","166.59843238629202","56.28865237661139","86","198.24021846407393","72.01833065723133","87","180.70629224939051","64.66918646009893","90","181.7545708077186","48.162792630744235","89","183.30471972257075","49.8654089931072","89","196.31112817627118","38.83812283058202","89","183.13603421939092","64.77172576276983","91","187.25584534896302","55.72537626728058","88","180.37453596563446","63.46800894943334","90","194.7990778250536","62.35849749875219","93","172.30941693010178","31.415139742484175","93","185.9093985339801","54.08669758481522"
,"84","156.32814568756112","56.860091051572326","79","173.794840656378","59.191533396311286","90","197.46475993752307","61.0336636007992","87","168.91712780729443","80.35525941283221","87","180.4434541644973","63.256400192272345","77","185.6975915228293","68.80614075412653","86","170.13914436077087","62.08880676407059","91","175.2327643646264","47.724823919876535","90","186.55335712031234","49.43994354657541","82","181.3710471118776","57.40136926671576","86","190.1158327941908","50.19926252818159","91","166.39180151179528","27.1625","83","169.42710870551045","69.62600225777489","92","162.4732063458081","57.65709200127446","86","192.57373092985193","63.891235785308034","88","183.068175908023","58.50727822744048","85","176.9347411321027","56.03117480213078","86","161.90855218930488","60.30129631827636","88","169.79193059131802","57.93067132874156","85","195.415759242739","90.12531148459827","91","188.48723344320953","47.79121485660076","87","181.9782835959795","58.0368028462517","86","180.05241673060536","47.90899386115244","88","195.27814198780536","60.00253042448579","86","190.153682273754","66.6116783757716","88","181.38849960138614","66.10307911260225","84","183.65194147422145","57.28176900993968","91","196.4619225786611","69.5204762175658","89","177.02490147680427","46.72123244181327","90","182.77911097258124","47.63343929301438"
,"85","155.5020506308291","67.36351367284284","82","168.73809086465056","65.21972717532665","91","195.58900677051673","59.30015611907932","89","173.27908402666316","72.35532075080945","85","176.49261675213486","67.98335259663688","78","185.76965237111244","66.03846906435601","86","171.43943724952305","37.574498284669005","89","177.1836014534639","60.22474758777771","84","189.37428530799386","50.65954696847657","82","181.42803177024","51.16160888435622","84","190.93950051173323","64.3977157740297","88","175.35146256115115","39.74999999999963","84","172.17700807054896","70.87342987412171","92","162.34067042867184","55.01083385227822","85","202.97188304999835","56.455939855134105","85","191.10984114967755","45.51044228608753","84","176.13549639568586","50.216939249408284","87","167.0373067334772","48.62981273862634","88","168.51185290374426","45.608219830892104","84","196.20653580625563","74.94136590988816","88","189.38182477372916","56.882435489990826","81","183.6588975858496","59.37100947245772","82","181.77729255805065","47.81164211472482","86","192.63925877160406","60.227323930645355","83","178.80450090697227","57.836018881499044","89","183.1540628835909","73.45214631842519","87","184.94547412762432","58.0170277745411","86","204.79941566326818","62.44057558492484","89","169.07544015318058","50.78803072107179","90","184.62462570802452","42.90253013198583"
,"81","166.58191774741007","69.53623089002825","89","164.38905546280327","61.40570386435074","91","191.68096468856803","62.623047825963035","88","169.64495984840528","65.92420899402856","89","167.12574977839483","47.159803968959025","80","187.55487987906972","47.7267159438766","84","163.62800985460035","40.25907915879716","88","182.52895536922412","40.46961212780261","80","191.7262687859931","54.6320193334549","84","182.7372898846289","53.66418370471724","83","196.01903068195733","57.92294304746706","89","180.01638682369935","42.68468256505159","86","169.9951861913526","68.99087529122039","92","166.4627803658091","51.4089240599033","80","200.884934396717","57.32007834647196","88","191.93630238215783","30.453615283396744","84","176.01335083994147","55.937167104929934","88","166.41710955610628","38.54323498273892","89","173.04898349525823","59.86232744983636","85","190.4995959439081","71.59405426285147","88","190.30474326022403","48.59286153540668","83","182.97342737547234","50.75540606394168","85","178.24348270950435","36.013133746032075","83","187.8944518137127","57.36147639099432","88","180.08131648129373","36.24665337665448","82","181.90564480590982","72.77262720305784","88","173.96674054704397","44.95714752831222","86","194.85881283850713","66.68506218373192","85","163.78771688929083","62.33386479903077","89","180.69362994792326","57.57050375111769"
,"78","169.2639560749746","51.486231278478016","91","172.0431010455289","44.94503642224023","90","179.6599642808941","54.623596955011195","86","173.6976418281617","47.10137852451587","84","165.12624432806876","45.68365992052441","80","189.1215779268641","50.83668416784955","85","161.3507260867605","24.655654531202472","85","170.31558658064202","47.05710885056591","82","185.35284216046517","50.44933134207542","85","181.5956752695446","40.67486333988149","83","194.4836747155314","54.23907202621294","87","170.76195052868565","35.67020594286277","90","174.0624021724349","71.37474047720163","90","164.75160176532282","54.117375359771465","82","199.34744906920653","62.993148035212535","89","189.72388994699926","29.864960515401215","87","169.39212432248044","32.46069517243347","88","171.74549002593952","47.48896169589063","91","169.40688688321964","51.182181345605365","86","201.9645684617575","61.25248066581864","89","188.2051374373366","37.25692833323948","86","179.76255422392828","49.66646161837957","85","189.4267922491767","43.14881696722192","83","188.2792940755017","59.94993891753089","87","180.46638759879903","23.009324882145673","85","187.14891933291625","69.32684225786792","86","176.88381773057563","45.53037820704487","84","195.4154686834567","53.345378790771804","87","168.82836140134737","70.7076939519702","91","183.11236489525666","38.76157768090109"
,"82","170.34263710630987","56.38432739316985","88","171.27392795204906","34.7710386158224","85","188.6193457102277","60.133088257943044","85","171.62299465323437","49.50146420552357","86","168.03485574906597","35.04167803023263","85","191.88043171020496","40.41675097812566","86","165.30535487235858","23.101191025174742","82","170.2412271797293","43.335284253151805","78","188.1149450597476","51.12469195526391","86","184.5113827059265","31.72371604045526","83","196.7910358280368","47.40242687335987","81","179.10712886268544","29.560449961855117","91","171.36796090354528","54.26275197810412","86","175.97664072241943","66.13070394423218","83","201.89712446359516","68.20570214066291","91","197.5261907698897","29.197421632234953","86","160.3417151063207","29.994740904464503","91","174.87362202562892","33.295521140410116","86","171.4551426666597","46.15699094113153","90","203.42002830526872","75.10890473546432","89","198.32631610100663","36.2276187006849","84","182.41442226511558","44.012574935277726","85","184.57267040361205","47.89515897490081","80","188.202249253005","63.485152373731175","82","174.08126247595575","35.08847201043018","85","184.46457486096674","62.52854628821263","86","177.32327028824628","48.49402852644735","86","199.1318792796569","58.589039097446275","87","155.89653711446763","61.91047009435072","87","186.37388183257252","42.14495400469913"
,"84","173.3966450638598","57.08020867780076","85","179.42883883727495","28.42789988913431","84","180.26824714627756","57.90052180367058","84","178.6984887466616","56.74207507118106","86","161.93761244832712","27.81806753754326","83","190.5864949116265","42.34185294000761","84","165.316617670962","43.9566488475869","83","163.83660781054147","49.602676808520116","81","198.94679048915575","49.22611103583955","81","181.78673165504887","55.013147239289175","87","199.07663659543604","34.650461881005896","83","170.47689162206913","31.991512660060213","88","170.15203941328","55.89809886571117","85","178.43393868422638","56.186435777438355","80","197.0857259607387","44.39863080063966","86","193.8316046932221","51.90604790444376","82","164.32014885840243","41.85231982577146","83","169.41247207360556","57.304054799519996","88","168.13629569327952","36.28889213009177","90","196.2827751338128","50.668794362303665","82","208.21137221026075","59.432753396120866","84","180.46634428998328","45.525494951942235","82","185.04979460186524","49.64533511223104","82","190.57393921010592","54.834329030281054","84","176.63346412948445","36.6838708240608","83","177.79615386708477","54.466061850997754","87","179.53357914315745","53.845042338698214","88","202.68885582720645","59.66675927382378","84","155.02790633489678","64.07081198800503","87","185.3638064831682","42.2519483550822"
,"84","178.75828906523998","50.18234411440556","86","184.07609714587028","18.47250110093193","86","176.54485119272422","53.990482113672094","86","184.13864555230404","55.753768289336975","79","155.1066175262436","47.21338079904947","83","184.82666317410707","49.17881562016649","83","159.90844223514816","46.50600498501853","82","156.58815823113764","71.5378686455879","86","192.52026274185135","50.315320855106975","81","183.49977346151533","48.83836651105404","89","193.63839054962378","29.745010543252974","84","175.75294270896475","33.12633180736463","87","180.31540855789956","41.716367123329654","87","173.72306843774052","60.91108430569372","82","190.4290629359755","48.29777685397338","85","187.99421328515396","44.33144239891337","81","168.47567020719367","43.251525189935336","85","171.57111545696716","52.9109569360422","88","171.17700588963203","30.7215366361839","89","184.68831150776285","47.94527350479884","82","201.82157597098617","54.316502687563585","84","175.81744051894105","54.87317495879829","85","183.97793853959985","43.31400256510393","84","179.98543552379283","53.08164700664012","85","180.16178495578654","28.125007571390068","83","177.13558809359506","38.371840516550904","82","171.74324611221056","54.475722907094614","84","211.0577012212431","56.02266159990447","86","168.01662822359748","63.628991822749036","85","189.3546538117013","55.48222663074741"
,"84","173.02455879471853","37.659511202912746","86","184.73044271487052","25.389229647602622","89","179.9378829150898","56.89754685501705","82","184.47111456684695","48.296912595732195","79","158.09559771334207","43.57645971353857","87","192.33659516595375","37.90405223638131","79","160.6019623862815","47.01903139211521","81","161.8181722967037","70.38865754241773","84","196.44052438370684","34.526059700898074","83","186.06882432891425","48.6857909647129","91","193.30680674890752","32.12851113510466","81","182.0377972346445","44.36157336678107","84","172.72142190477476","50.975136289154676","90","174.30247724798733","53.91749735616562","82","192.8802893887366","56.899521947377856","85","190.54092908532257","48.92945179631888","85","175.86383623550867","38.80607190364135","82","183.67447137478987","41.854681587880435","89","169.51890430806307","37.440633105975216","85","187.26928212248814","55.06668475784866","90","200.2220515504305","55.184461883093235","85","181.22323872727398","51.12202908214902","87","183.98663735291265","42.327765026470196","85","175.51841895125887","55.30665926153839","88","178.81262872536706","20.91899887964231","85","176.94041195529982","38.04991513385353","84","174.13737048889948","40.39315679171037","81","202.6569832717221","57.67676433977038","88","169.09588749535257","57.78591701283447","82","183.60423873948173","61.96427320909767"
,"84","168.42517735216958","42.43398503167787","88","182.3058199811291","16.199445557584852","88","177.69159797609896","66.20918010549822","81","180.9518155252058","61.98544477931017","78","157.26943794217294","42.30998684649327","86","200.5495118331956","33.9456210288465","80","163.04011533617177","39.193703894025994","79","162.2312600561877","61.76288897844022","82","198.2621272548254","31.287449989037317","84","189.7057913378037","32.58788346964655","89","186.3672942952492","39.15500896040922","80","184.65751596081205","45.135720317450286","85","173.10695516500172","57.98639426487879","90","167.29587396901178","42.449883810535226","81","199.23423701628226","62.777286255586546","85","198.85235893373508","50.45258834444181","85","171.08739466334723","42.79526021987965","80","182.81671325642918","48.38316337856609","85","170.7203611359276","50.629362393768375","86","181.39642451973407","62.6855875491439","90","198.5607364635744","41.09480990907388","86","183.80701717542362","38.37284727899522","88","183.84252409014735","32.731924406096525","82","174.62224806041382","57.61657435836761","86","180.8051847126736","28.469796772553135","79","179.44593906804496","43.462073813621885","84","180.59628736142378","47.158412482060236","82","199.99828467656116","55.21888248824086","89","170.50533513696567","61.62969622564952","84","179.58061741702184","51.83865711948734"
,"88","164.19376600556177","44.24986199907582","84","189.3409707451163","27.992887425158408","87","180.0201826046355","64.77594376210092","84","187.74216839271236","65.72402858980534","79","154.55921578634283","30.05137101499631","85","203.73282875042867","31.12862545991315","82","155.1555696940142","34.84098580629443","83","158.95032914197412","57.65007764703329","83","193.1553144514445","25.76342427462933","84","187.7489861607164","48.26886448105589","83","191.92596311182334","40.01828944929239","83","184.02228296597224","41.93960996353715","87","170.7544664748324","63.329434517471086","89","166.4866662282677","50.49563050860804","80","193.18976588025026","60.75852019641434","83","193.51055400085443","51.22295689370518","83","175.76123226520482","44.091659813628674","77","180.28231940580932","59.44104983154763","84","167.086501657878","48.84179914785049","85","183.58775859965897","69.60566590333403","88","200.5788603624392","46.398576365382716","86","184.8331604367959","36.59522222014393","83","187.6011202821616","39.452194668946376","85","176.19942787088237","58.05195789314638","84","176.39490345639052","39.83607360906769","80","188.89672777726105","33.52159817650003","81","188.40567683531006","55.77292741463361","81","197.60586301340246","55.250498018524674","85","176.45372080951051","72.90315624415683","87","176.11846559753857","36.688778320832085"
,"86","165.3283098971849","50.58686829251539","84","185.90706133205634","34.17519257149021","86","186.93464542417607","58.095480744391594","83","193.44406942468112","68.85197459088597","83","155.09287210312547","23.802836063522754","80","200.13630209392898","47.85882136502638","83","153.0438672880679","34.518903153065324","82","157.3758532873156","45.19552312222191","85","192.36466637436942","25.525239473196738","82","194.5532975884764","55.63909621928174","82","193.5545159237714","34.85218290314739","84","180.79036059553104","34.793028584675106","87","153.9769253275702","68.32906669938063","88","170.38725563350152","48.32614990247535","85","181.33926739947086","53.669523248547456","79","191.4681410339186","48.95174547585571","78","168.23620997584064","48.15643086963082","77","184.38981469482496","54.75334162387583","84","160.73372898421414","43.98887142027867","88","181.2068299362388","50.587078018196166","87","202.73934959119757","48.63452438802387","85","190.01897836715997","34.88619115133756","83","187.01145104160926","31.201550331676405","86","180.6469988621698","59.90053679816155","83","176.05365812736463","48.760395587624906","80","189.40763608942817","27.842536672871816","83","188.27705824043662","51.8183711870058","83","198.01986753056835","48.36018516732591","84","170.75887457203387","81.36995749901955","86","180.521007551068","57.64333926079835"
,"85","162.6343095992195","55.77553042319731","84","193.6596167620694","22.05442957965241","88","187.86731155569916","54.89896712133555","84","195.97461189465648","56.30930786537199","81","157.16781774330673","31.296348292401305","82","202.00057465005054","44.4449539160683","83","149.02231082975294","31.266419355077616","85","173.73200234040957","33.14239224945835","83","202.8789379798538","44.66848064515563","82","186.6572295777956","46.40075825063208","78","195.52717018833738","46.106416991434244","81","176.3099520889524","43.5386959947254","85","149.49625078064597","59.22921595193817","88","170.00335014250047","39.49102272344789","80","180.11419456616304","48.61023559941804","79","189.2742856597536","48.83378130245658","80","171.43116239609645","51.762712015505286","77","183.9986791041439","42.277965149244075","84","165.5923382995896","45.0469354071622","88","184.09290041317766","42.1412095824597","86","208.71599676139584","36.233071501196996","82","187.36759288032084","47.559881947978795","82","176.3370355260141","37.682640495251896","85","174.84114209217168","47.3667826455967","83","176.30402250566138","49.424074448395906","80","192.51927213625024","31.215486636959803","81","177.39498054275063","62.61487936091905","87","194.93962716376777","25.748294707457237","85","177.70871605079694","66.43790737061558","82","181.17780617859225","78.17527526292207"
